label,text
religion_hate,كفار قريش افضل اهل الطاءره الشيعه كفار قريش اذا حزبهم امر دعوا الله والشيعه متمسكين بالشرك حتي احلك الضروف
racisme,اخر ناس تتكلم التعري انتو بدويه دي اسواق النخاسه كانت موجوده عندكوا لغايه قريب وانتي عارفه بيحصل ايه
racisme,ذيل ايران خادم الولي السفيه لبنان
religion_hate,ياليت اهل الحبيبه تخبر الكلب بهالكلام ال الله مايستحق
identity-based,الكلب مايحب الا خناقه برشلوني ليفربول طارده بريمونتادا اسطورته وقاعد يعزز لبيكاسو
religion_hate,الشيعه دينهم قريب النصاره
racisme,الرهبر الايراني فضل يكذب مبقاش قادر ياخد نفسه اعتراف رسمي بالهجوم علي كرج العالم كله عارف غبي
religion_hate,عنتريات جنرالات الدمج المجوس جعجعه علي افتشنگ خرطي همبلات حماوه
racisme,جنرال جزاءري فرنسا وفرت الحمايه للنظام العسكري خلال العشريه السوداء تمغربيت متي يستيقظ الشعب ويعلم انه يحكم بالوكاله طرف عصابه فرنسا الجزاءر رابط المتابعين الاوفياء اول تعليق
racisme,قضيه الدحابشه الشمال الدحابشه قضيه الحوثي والزيود الدحابشه مءيدين وداعمين للحوثي وهدف الدحابشه والحوثيين الان اعاده احتلال عدن والجنوب العربي الدحابشه سلموا المناطق العسكريه الشمال للحوثي والزيود وهم متفقين الحوثي
identity-based,قتل المدنيين شيء يدعو للفخريا اصدقاء الصهاينه
racisme,مثال بسيط علي جراءم النصاري العالم الاسلامي والنصاري بطبعهم الاعتداء والغدر والسرقه والكذب وتزوير التاريخ ينسبون لانفسهم العلوم سبقتهم اليها الامم الاخري كالامه الاسلاميه وتغص متاحف فرنسا والمانيا وانجلترا وامريكا بالاثار سرقوها العراق ومصر والشام وغيره
identity-based,شهاد اخوان الشيطان المتاسلمين المنافقين تجار الوطن وتجار الدين اجل الوصول للكرسي الخونه وعرصات حماس معهم الي مزابل التاريخ
identity-based,مالمك دخل صهيون نهايتكم علي يد احفاد الكرار والاشتر وسلمان الفارسي مو النواصب احفاد ابن اكله الاكباد
identity-based,الوهابيون يميزون طفل او مراه واجرامهم فاق الخيال حتي قال الهندي ابو طالب خان الوهابيون يصرخون اقتلوا الشيعه فذبحوا السكان ونهبوا منازلهم وقسوتهم ووحشيتهم اوقفت شعر راسي الفرنسي لويس دو كورانسي بقروا بطون النساء الحوامل يبقوا علي اي ذكر البلده
racisme,العراق عربيا وسكانه الاصليين عربا والعرب جاءوا الي العراق العرب المستعربه وليس العرب العاربه اقراوا التاريخ واعرفوا اصلكم يعرف اصله
racisme,قبيله قطاع الطرق واللصوص استولت علي معظم اراضي الجزاءر بكثره اعدادهم كالجراد اعوذ بالله
racisme,انك كرغولي عبيط حفيد الغلمان العثمانين اذكرك ان اوكرانيا دوله سياده معترف الامم المتحده الدول الحره سياده تدعم استعمار الدول الظلم الدول المنبطحه المنافقه تدعي انها تقرير مصير الشعوب تستطيع الوقوف دوله سياده ولها سفاره بلدها
racisme,ابشرو فرس النار والمجوسيه علي الدجل والكذب انتم باذن الله ذاهبون الي النار ولن تقوم قاءمه والايام بيننا
identity-based,اخي الموضوع مش محتاج ذكاء الحوثي والانتقالي والدنق كلهم يدارون مكتب ويعملون لنفس الهدف
religion_hate,الله يقلع اليهود الفانز نزلوا مقطع كامل بدون ميوت عشان الواحد يعرف شو يعلق
identity-based,الله اقسم بالله كانكم ام وحده العقليه نصراوي كاءن غريب اسمعوا ورعان هلالي اذا شجع التعاون مصلحه للهلال تعثر النصر بحكم ان الهلال منافس للدوري فقراويين يشجعون ضد الهلال دوله وش مصلحتهم لايكون اذا تعثر الهلال النصر ياخذ البطوله سلم عقليتكم
racisme,الجراثيم العفنه الكريهه عبيد اسراءيل والسعوديه واميركا ستنهقون الان
racisme,فرق شاسع ايران وروسيا ايران دوله طاءفيه قذره مشروعها اباده السنه العرب والدمار وحقدها دفين علي العرب بشكل عام اما روسيا دوله مصالح وتوسع هيمنه الاثنين عرصـ ـات الفرق كبير كثير بينهم
identity-based,بشار الاسد اجل الله القارءين الكرام البعثي السفاح اللي جالس يهرب لبلدك كبتاجون اللي جالس يدعم حزباله امينه العام حسن نصرالله اللي جالس يشتم بلدك مذهبك يهددها ليل نهار انت تلمع تعتقد ان رقبتك بيعه اللي تعتبره قدوتك تدعو بان الله يحفظه
identity-based,تلايط شجعت اولسان المدرج وفريقك يلعب بمقطع فديو موثق يامعتوه مافي اسوء هالموقف ولاعمره حتي
racisme,طريق الكابرنات كحله خروج اللاءحه الرماديه لمجموعه العمل المالي يقابله دخول دوله الداعمه لعصابه
identity-based,الله يشفي النواصب لانهم بالفعل يدرون يقولون يعرفون القيم الانسانيه يحملها ال بيت الرسول الاكرم
identity-based,الحكومه الولاءيه اللاعراقيه الحاليه مهو طبعت معاكم شنو الانطيتوها بالمقابل نظريه بني صهيون هات وخود فبماذا استفادت الحكومه اللاعراقيه تطبيعها الغير معلن
